Source,Target
3tUCuMSPQwE,leu-cTvMWTA
3tUCuMSPQwE,XGd1dq1BatM
3tUCuMSPQwE,J41qe-TM1DY
3tUCuMSPQwE,1Drha8HZN_c
3tUCuMSPQwE,uYmpUa38-Fk
3tUCuMSPQwE,UTVpWVO4vZU
3tUCuMSPQwE,NaY91YjVbEM
3tUCuMSPQwE,NaY91YjVbEM
3tUCuMSPQwE,mMCEvr3VWqQ
3tUCuMSPQwE,9H2SSvQ8ihA
3tUCuMSPQwE,8fbyfDbi-MI
3tUCuMSPQwE,RNlQU-7y9Fo
3tUCuMSPQwE,nVHcXZK7pKs
3tUCuMSPQwE,8_rTIAOohas
3tUCuMSPQwE,_7rvYV_YmaQ
3tUCuMSPQwE,MLVcmQ62luE
3tUCuMSPQwE,qooQd8AA7_M
3tUCuMSPQwE,vZqdvu4xsl0
3tUCuMSPQwE,7PmUtmfTmbg
3tUCuMSPQwE,XZhAJWI94hk
3tUCuMSPQwE,rhhQS3ns6HU
3tUCuMSPQwE,266EI7hdjFs
3tUCuMSPQwE,266EI7hdjFs
3tUCuMSPQwE,7R1N-8SoqcM
3tUCuMSPQwE,7R1N-8SoqcM
3tUCuMSPQwE,nsZvmFUXkrI
3tUCuMSPQwE,EAGhzuitLXU
3tUCuMSPQwE,ShZ978fBl6Y
3tUCuMSPQwE,DSRSgMp5X1w
3tUCuMSPQwE,6xUPaVfmcUs
3tUCuMSPQwE,8nbFfetIsks
3tUCuMSPQwE,r-3iathMo7o
3tUCuMSPQwE,ai_UWoM37dI
3tUCuMSPQwE,P9Ijqa_2eu0
3tUCuMSPQwE,Wd_idMpg_qQ
3tUCuMSPQwE,VaGcPRMY5UM
3tUCuMSPQwE,4ughEPQGd8w
3tUCuMSPQwE,BEePFpC9qG8
3tUCuMSPQwE,k5TqNsr6YuQ
3tUCuMSPQwE,BC19fhyTG_M
3tUCuMSPQwE,Jodbdj52Vc0
3tUCuMSPQwE,Jodbdj52Vc0
3tUCuMSPQwE,L3ymBk6Vb04
3tUCuMSPQwE,qQn6TsbYrH8
3tUCuMSPQwE,qQn6TsbYrH8
3tUCuMSPQwE,uZ1M3DkKCEI
3tUCuMSPQwE,GM1QDBvzm1Y
3tUCuMSPQwE,Kc6CIwBVo5s
3tUCuMSPQwE,1SnWTW6YXbE
3tUCuMSPQwE,0l35jAGQPOI
3tUCuMSPQwE,gpIBmED4oss
3tUCuMSPQwE,13z2kF6TiCc
