Source,Target
0KuL3xwqHXo,cQp_C_Zrc3U
0KuL3xwqHXo,UH0nTHb6OdY
0KuL3xwqHXo,UH0nTHb6OdY
0KuL3xwqHXo,pMpQABKlC-I
0KuL3xwqHXo,ckS1F3mJzb0
0KuL3xwqHXo,ckS1F3mJzb0
0KuL3xwqHXo,2hkhKftPcIY
0KuL3xwqHXo,GL3R8ffq-rw
0KuL3xwqHXo,FwENtwtY0EI
0KuL3xwqHXo,nlozE2m-NMc
0KuL3xwqHXo,t6jLE2PIOYU
0KuL3xwqHXo,VWeYDFpCZqM
0KuL3xwqHXo,4h-XOckOwN8
0KuL3xwqHXo,8eo-L_3OWAQ
0KuL3xwqHXo,5NaAwSpswJE
0KuL3xwqHXo,zlAqizx7Lf0
0KuL3xwqHXo,p1DAEZNyJ8E
0KuL3xwqHXo,qfZcxeqa1g4
0KuL3xwqHXo,TjXQzRWmb_I
0KuL3xwqHXo,sirrTXiPFmw
0KuL3xwqHXo,SaVrFlo-LHM
0KuL3xwqHXo,A0FZIwabctw
0KuL3xwqHXo,EU-eQpCqBXQ
0KuL3xwqHXo,2QkRcDSClS0
0KuL3xwqHXo,yZIT6ZtsNxI
0KuL3xwqHXo,1lJOpFI3HRI
0KuL3xwqHXo,PpVFsdCZNXM
0KuL3xwqHXo,89PKbJ2NAqc
0KuL3xwqHXo,UQkBcHLZOqU
0KuL3xwqHXo,o-uWRhi2ngE
0KuL3xwqHXo,08OhPK2BVIU
0KuL3xwqHXo,P_If9xMyl10
0KuL3xwqHXo,VD1QOLIhvzA
0KuL3xwqHXo,anDIlMVgNwk
0KuL3xwqHXo,T2YJYVYYhfI
0KuL3xwqHXo,qT0mpVcH3ZU
0KuL3xwqHXo,FhwktRDG_aQ
0KuL3xwqHXo,zbyu6MOzpLE
0KuL3xwqHXo,gegW-vR_UHo
0KuL3xwqHXo,v3UrBcJaczQ
0KuL3xwqHXo,SUdL8JXn0pI
0KuL3xwqHXo,bPNi_492aEQ
0KuL3xwqHXo,gv_d2UoJp54
0KuL3xwqHXo,H0bAcENcaxc
0KuL3xwqHXo,k1xvol1SCx8
0KuL3xwqHXo,2in8XqiElwc
0KuL3xwqHXo,ydPYNo8o-lI
0KuL3xwqHXo,OylDdm-6ZH0
0KuL3xwqHXo,JcC5VGOx8I8
0KuL3xwqHXo,pWqef6cbwzI
0KuL3xwqHXo,J0REYqmmPAI
0KuL3xwqHXo,5bJ_gb19pKQ
0KuL3xwqHXo,aUTU-GnxVuM
0KuL3xwqHXo,b7K_lbglfI4
0KuL3xwqHXo,1eEeZePaEq8
0KuL3xwqHXo,vI4LHl4yFuo
0KuL3xwqHXo,Ye4z35i1b2Q
0KuL3xwqHXo,MvIwx0JThsk
0KuL3xwqHXo,_IuEg3xbDA0
0KuL3xwqHXo,iLZwZX39FXU
0KuL3xwqHXo,fzmM0AB60QQ
0KuL3xwqHXo,ycuMyyqBWQY
0KuL3xwqHXo,vU7v5A5P8BM
0KuL3xwqHXo,4WnizmrnJlk
0KuL3xwqHXo,2rATfT60dM0
0KuL3xwqHXo,41PTANtZFW0
0KuL3xwqHXo,yxfZBun1uBU
0KuL3xwqHXo,JWKJ285bYW4
0KuL3xwqHXo,FchkqXEg0qs
0KuL3xwqHXo,W4b43wg58M8
0KuL3xwqHXo,PjTU0DmBWiU
0KuL3xwqHXo,XrU3rQj49DI
0KuL3xwqHXo,lqTKup-wpEU
0KuL3xwqHXo,uwfIr6flLXk
0KuL3xwqHXo,wlJU8_yPKS0
0KuL3xwqHXo,Xr2rgT9uEnA
0KuL3xwqHXo,7LjC-nUPrNg
0KuL3xwqHXo,SbjnIK6VEjc
0KuL3xwqHXo,a_u7g5BlfiY
0KuL3xwqHXo,s_dp2mBrqr0
0KuL3xwqHXo,Z0vLiQLpsc8
0KuL3xwqHXo,Z0vLiQLpsc8
0KuL3xwqHXo,1SnWTW6YXbE
0KuL3xwqHXo,BjkUhgiU7oo
0KuL3xwqHXo,nZVlisKtw6s
0KuL3xwqHXo,xYtsL9znopI
0KuL3xwqHXo,sxvC647Yi0A
0KuL3xwqHXo,2HboMs0vbsE
0KuL3xwqHXo,2HboMs0vbsE
0KuL3xwqHXo,H8d0pTJhQgw
0KuL3xwqHXo,SvMvFOHhszo
0KuL3xwqHXo,zDz9s2AOTVE
0KuL3xwqHXo,paxgKBUK4wQ
0KuL3xwqHXo,Wzq4qbNRFrw
0KuL3xwqHXo,3k6RD9zVvpE
0KuL3xwqHXo,O5ROSS9ReUY
0KuL3xwqHXo,IumYMCllMsM
0KuL3xwqHXo,aZUopuhqwCM
0KuL3xwqHXo,oMKYLxwhAo8
0KuL3xwqHXo,mXiFHDfvn4A
1XokkMj-tYI,ctx4YBEdOxo
1XokkMj-tYI,tHtnxluMXMw
1XokkMj-tYI,BIKnffj4r34
1XokkMj-tYI,NSDOPBQBoG0
1XokkMj-tYI,V0HCZ4YGqbw
1XokkMj-tYI,uZwsYdxecA8
1XokkMj-tYI,3zz29FbK8ag
1XokkMj-tYI,SPQbewtlChg
1XokkMj-tYI,XtlLI_pBC3s
1XokkMj-tYI,_jjdXWhH0oY
1XokkMj-tYI,zUwaQsI-V6k
1XokkMj-tYI,fC8gutkCu1c
1XokkMj-tYI,H9wMNxbQM-4
1XokkMj-tYI,KjICBHj1EzM
1XokkMj-tYI,yN7N0P2TxHQ
1XokkMj-tYI,4ZW46kW7mG8
1XokkMj-tYI,JIJB7cv97Dg
1XokkMj-tYI,8qGCleYV4cw
1XokkMj-tYI,HDx7dI1D1zE
1XokkMj-tYI,y5SxNJSGDTw
1XokkMj-tYI,0s6-iFoCFNQ
1XokkMj-tYI,UsciN7COX1g
1XokkMj-tYI,UsciN7COX1g
1XokkMj-tYI,iTomHDVLl4E
1XokkMj-tYI,DQQN_79QrDY
1XokkMj-tYI,soBb4X5Hb6k
1XokkMj-tYI,XbxRqlHtKUE
